marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,11537519,R1EA2JNSA9H38L,B009A6PJKQ,564664013,4PCS RCA Y Splitter Adapter 2Female to 1Male For Audio Video AV TV Cable Converter by TheBigThumb,Electronics,1,0,0,N,Y,Not worth it. Returned,Doesnt work.  I ended up just buying the new xbox one.<br /><br />Dont spend your money.,2015-08-31
US,24950706,R2S8LQWCU2ECDL,B00LH87FSY,910623080,BuyCheapCables® Mini DisplayPort to DVI-D Dual Link Cable in various lengths,Electronics,1,0,0,N,Y,Cable didn't work,Cable didn't work - I returned it.,2015-08-31
US,17978340,RA7K7EO5IKPR1,B00NA49K2W,159065784,SHARPER IMAGE SBT517BKRD Premium Bluetooth Earbuds with Mic,Electronics,4,0,1,N,N,Super easy to use,"I am using them right now! I find it more easy to use. Paired quickly and it fits surprisingly well. It has extreme noise reduction! No complications as such. A true value for money! These are great for exercising, they just don’t fall off. And I am very pleased!",2015-08-31
US,48624565,R1DECKU09EDDXU,B00FYZSTVS,399294987,Shure SE215-K Sound Isolating In Ear Stereo Earphones (Black) with 3 Pairs of Triple Flange Sleeves for Better Sound Isolation,Electronics,5,5,6,N,Y,Motorcycle Ear Buds!,"These are fantastic for motorcycle riding. Yeah, yeah, I know. Dangerous! Just like cranking a stereo in a car to me, but the point is they block most of the wind and you can hear the music at any speed without blaring it. My last pair that were good I had to have the volume almost maxed. With these I have it less than halfway. The only thing I don't like is the part the connects into the bud is a little harder than the rest. This is so you can wrap it over your ear and it stays in place. It works I just don't care for that aspect.",2015-08-31
US,2575622,RANWKDYKFQ7Y9,B002RMPHMU,461535314,Dayton Audio B652 6-1/2-Inch 2-Way Bookshelf Speaker Pair,Electronics,4,2,2,N,Y,Changed my mind,"I was hesitant to review these speakers because I am very fond of the Dayton replacements that I bought in the past and the glowing reviews that were already posted. My expectations were high and initially I was let down by this product. The price was right of course but there was no wow factor. However after breaking them in for an extended time and tweaking my amplifier settings a little I am happy to report that these little guys sound pretty darn good. Don't expect them to be amazing right out of the box but give them a little time to warm up and you may be pleasantly surprised. For their price, size, and quality I expect out of Dayton I would say buy these!",2015-08-31
US,14791660,R4G3IRTOTREKK,B00N415E7Q,501581034,Creative Sound Blaster Roar: Portable NFC Bluetooth Wireless Speaker with aptX/AAC,Electronics,1,6,8,N,Y,Will Not Hold Charge As Rated!! Lies On Reviews,"Another waste of hard earned cash here on Amazon!! This POS will not hold charge for more than 2.5 hours. Yes, I read the Fing reviews and still bought it... I keep vol setting on Roar at about 25%, leaving my iphone 6 plus at max vol and all I get is apathetic 2.5 hours on this CRAP!! Just an honest review for those that are on the fence from the made up reviews on this product. Don't waste your money.",2015-08-31
US,32214650,R2QXERZL55N26P,B00TMRUKQG,970981339,Sound Bar Red,Electronics,4,0,0,N,N,Impressive little speaker,"The TaoTronics Model TT-SK02 is a nice looking portable Bluetooth speaker. It comes in an attractive, easy to open box, includes a manual in several languages, a USB charger cable, an audio cable, but no charger. You have to use the USB charger included with your phone, tablet or use the on your computer. The replaceable battery is a good thing to have. There is no indicator on the speaker of how much battery life is left. But an interesting feature is that next to the bluetooth icon on my iPhone/iPad there is a battery charge level indicator for the speaker.<br /><br />The housing is of a matt rubberized finish, which looks elegant. The status LED and all connectors are on the back and therefore not distracting. The speaker has an on/off switch but the manual is unclear on how fast the battery will drain if the speaker is left on in paired standby mode.<br /><br />The front and top of the speaker look very clean and minimalistic. There are only three buttons on the top that have multiple functions. For instance the volume buttons also act as skip forward/backward buttons and the round multifunction button controls Bluetooth pairing, play/pause, audio source selection and phone answering. There is a loud double beep when the speaker top volume is reached. The speaker uses the older Bluetooth 3 technology. Volume changes on device and speaker are independent, which is not as convenient.<br /><br />You can pair more than one Bluetooth device with the speakers. However, the manual does not list how many devices can be paired with speaker. Pairing is easy and fast.<br /><br />To switch between the devices, press and hold the MFB until you hear a double tone. This disconnects all devices within range and then you can open the BT settings on your device and connect to the previously paired speaker or pair a new speaker<br /><br />No NFC pairing with iPhone 6 is possible since the iPhone does not (yet) support this feature.<br /><br />The sound quality for such a small speaker is quite good and a lot better than the built in speakers on my phone or iPad. The speakers are advertised as 2x3W, which is not the highest you can find on the market for this size speakers but the sound quality is amazingly good and loud enough to fill a room. This allows you to listen to music, watch videos or TV on your tablet and have great sound. In my experience the sound breaks up by exceeding 20 ft distance between the paired device and the speaker, which is less than the advertised 33ft.<br /><br />The speaker has a microphone and can therefore be used, at least in theory, as a speaker phone. However, while the other party can be heard loud and clear through the speakers, the microphone did disappoint. The sound it picked up is very garbled and basically makes it useless for a conversation. I am not sure this is an issue with my particular unit but a few other reviewers reported the same problem.<br /><br />In summary this is a very good sounding, portable speaker, the built quality looks great and if the microphone would work better and the Bluetooth would be upgraded to version 4.0 I would give it 5-stars.",2015-08-31
US,12515906,R3MUBV21QV0IJK,B00TP1C1UC,156534786,AmazonBasics 6-Outlet Surge Protector With 2-Foot Cord,Electronics,3,77,84,N,Y,Some disassembly was required.,"I noticed a small piece of solder stuck in one of the slotted mounting holes during the initial inspection, which fell into the power strip when I tried to removed it. The bit of solder can create a short circuit and therefore is an electrical hazard.<br /><br />Fortunately, disassembly of the power strip to remove the piece was straightforward. Nothing was spring loaded and jumped into the abyss-of-small parts. Also, none of the solder joints on the PCB were noticeably bad (although not great either). I suspect that excess solder from one the terminals broke off when the case installed.",2015-08-31
US,52154652,R2BQT1C2V3W8CG,B00SIYEJY8,265502123,"Headphones, Sound Intone I65 Foldable Headphones with Microphone, Volume Control, Adjustable Headband, Cute Headset for Travel, Work, Sports, Compatible with Iphone Laptop Computer Mp3",Electronics,1,2,4,N,Y,Decent sound. Poor quality.,"Purchased these in April of 2015. As of August 2015, after approximately 12 total hours of use, the left channel is completely dead.",2015-08-31
US,21366018,R3B733GBJI18LF,B0018QNYSK,168011501,Polk Audio CS10 Center Channel Speaker Single,Electronics,5,0,0,N,Y,great buy,works great glad I bought it just as described great complement to my other stereo gear,2015-08-31
US,13497872,RF4XE4B6GSLMZ,B005F6O10Y,644887107,Mitsubishi WD-73737 180 Watt TV Lamp Replacement by Powerwarehouse,Electronics,5,0,0,N,Y,Great Product; Great Price,Exactly what was promised for an awesome price! 10 minutes after I opened the bulb I had a great TV again. A few weeks later and things are still working as expected.,2015-08-31
US,894958,R36ACB1XJOOH2E,B00RTFHV10,144942583,Safemore 8-AC Outlets Power Strip with 2.1A 4 USB Charging Ports and 6.5-Feet Cord,Electronics,5,0,0,N,Y,"This product is AWESOME, especially if you don't have a lot of ...","This product is AWESOME, especially if you don't have a lot of outlets. The useful thing about this is that you can turn the outlets on and off. I plug in my string lights in my dorm to one side so that i can just click it on and off from my bed instead of having to plug and unplug it. The cord is long enough to reach my bed and the usb chargers are useful for when i charge my phone. I also like the spacing of the outlets so I can connect my mac charger without worrying about it being in the way of the other outlets; a common problem with strip outlets. I'd recommend this, especially for those in dorms or rooms / offices with limited outlets.",2015-08-31
US,3032928,R2VM1LUDJOBI8B,B00JLNU99E,816466150,Bargain Cable 3 FT 3 FEET Micro HDMI Cable for BlackBerry Z10 Z30 Q10 Smartphones & BlackBerry Playbook Tablet,Electronics,2,0,0,N,Y,Cable,"It didn't work, but fast shipping!",2015-08-31
US,46780686,R3E6DVAQ6JK3WX,B00LT3ESZA,15057988,Twisted Veins ACHLA3 Three (3) Pack of HDMI 270 Degree/Right Angle Connectors/Adapters,Electronics,5,0,0,N,Y,Five Stars,love em! they work great as expected! easy to install!,2015-08-31
US,49801098,R3BVBYQQAGWZI,B00GYVD0FG,822292646,uxcell 5 Pcs 1M Long AV Banana Jack Connector to Dual Tester Alligator Clip,Electronics,5,0,0,N,Y,Good test leads at a reasonable price,As advertised,2015-08-31
US,42147937,R3OZMIQ1RO58BT,B00YEH0I3E,781212249,808 PERFORMER Over-Ear Headphones,Electronics,5,0,0,N,Y,Awesome headphones!,Great sound quality and fit! Love these headphones!,2015-08-31
US,37959726,R37DZ9JSB75VL9,B0012YFXSW,657782237,"APC 11-Outlet Surge Protector 2880 Joules with USB Charger Ports,  SurgeArrest Performance (P11U2)",Electronics,5,0,0,N,Y,Very nice. Will definitely buy another one,Very nice.  Will definitely buy another one.,2015-08-31
US,19525355,R2WE9M91NXUJR3,B003BVVYSM,883814026,Sewell Hammerhead VGA to HDMI Active Converter 1080p Compact Size,Electronics,5,0,0,N,Y,Highly recommended.,Works like a charm.  Goes directly from laptop to TV. Seamless!!!,2015-08-31
US,20417957,R2RPKIUZZKTZAY,B00E6RD8EI,516846339,uxcell Plastic Mesh Wrapped M/M Plug Optical Fiber Digital Audio Cable 9.8Ft 6mm OD,Electronics,5,0,0,N,Y,We got sorround!,cable is very well constructed and materials are of good quality. Worth every penny.,2015-08-31
US,2781942,R3HWUL6C1KTRNM,B004S7Q8CA,445139285,JVC HAFX1X Headphone Xtreme-Xplosivs,Electronics,5,0,0,N,Y,Five Stars,It's a little slow on the delivery but the product itself is five stara,2015-08-31
US,16726503,R369QZN7V0ETGP,B00XD2Y4XG,565122030,Photive PH-EB100 Sweat-Proof Wireless Bluetooth 4.1 Stereo Earbuds with Built in Microphone (Black),Electronics,3,1,1,N,Y,This could be a 5 star product if it had a better connection...,"This is the first set of &quot;wireless&quot; earbuds I have purchased, and I really like them. The first time I tried to use them I panicked because I couldn't get it to pair with the phone. But if you check out the booklet it clearly states how to pair (I own a Samsung S3). A woman's voice speaks to you when you &quot;power on&quot; and &quot;power off&quot;. A red light appears while the earbuds are charging, and the blue light appears when it is fully charged. The battery lasts from 4-4.5 hours and it takes from 1-1.5 hours to fully recharge. They fit well, are lightweight and sound pretty good. To be honest I wasn't expecting them to sound as great as they do. My main reason for the purchase was for listening to music on my phone, and it does not disappoint. (I hate using earbuds that do not sound good) I listen to different genres of music, and everything sounds nice and clear with plenty of bass. I own a Jawbone Icon, and a Motorola Elite Sliver, and this set sounds better than both of those. (But those aren't earbuds, those are just the &quot;one ear&quot; type of bluetooth)The blue light blinks once every 5 seconds while the power is on. The ear 'hooks' that go on top of the earbuds are soft, flexible rubber and are removable. The cord is nice and thick, and the remote is easy to use. I like that the remote enables you to pause, play, fast forward to the next song and rewind. I wish the remote was slightly lower on the cord and not so close to the ear, but that is only a minor complaint. They are pretty good in noise reduction, so if there is someone speaking to me I usually only wear it in one ear so I can hear them talking! I have used them once during a phone call and I could hear the caller well. It was a little weird though, because it feels like you have earplugs in your ears while you are talking lol. The connection is not fool proof, when the phone is nearby, occasionally it cuts out if I turn my head a certain way or have the phone in my pocket. When the battery is low it says 'low battery', but I don't know how many times it says that because usually I turn the set off right away upon hearing the warning. I have a few reasons why I would not give the earbuds a 5-star rating. First, is because they start cutting out pretty bad after a 20-25 foot separation from the phone. But the good thing is you will hear a beep when it cuts out, and the music will pause. You will hear the beep once again when it is in range, and pressing the play button after that will start the music up where it left off. But I like to have my phone on me most of the time anyway, unless I'm charging it. Another reason is that I have to fight to get the tiny flap to open where you charge the set. I have very short nails, and I feel as if it would be easier to just grab a pair of tweezers to pry it open. A thicker piece of rubber covering the charging hole would be ideal. Last thing is, that the rubber hooks sometimes fall off. I am paranoid about losing the hooks, so I take them off of the earbuds before putting the set in the storage pouch. As another reviewer stated, it would be cool if the set went into a sleep mode or shut itself off after awhile of not using them. But it does not do that, so don't forget to shut it off afterwards! Overall, I am pleased with my purchase, it is a very affordable set, with a good sound and comfortable as well.<br />PS: On Amazon, it does state that these are 4.1 bluetooth, but the booklet that comes with the earbuds says 4.0<br />After two months of use I down rated to 3 stars instead of 4 because the pause button quit working, now it only works when your actually looking at Pandora. Before, it would work at any time, even with the phone lockeden the battery is low it says 'low battery', but I don't know how many times it says that because usually I turn the set off right away upon hearing the warning. I have a few reasons why I would not give the earbuds a 5-star rating. First, is because they start cutting out pretty bad after a 20-25 foot separation from the phone. But the good thing is you will hear a beep when it cuts out, and the music will pause. You will hear the beep once again when it is in range, and pressing the play button after that will start the music up where it left off. But I like to have my phone on me most of the time anyway, unless I'm charging it. Another reason is that I have to fight to get the tiny flap to open where you charge the set. I have very short nails, and I feel as if it would be easier to just grab a pair of tweezers to pry it open. A thicker piece of rubber covering the charging hole would be ideal. Last thing is, that the rubber hooks sometimes fall off. I am paranoid about losing the hooks, so I take them off of the earbuds before putting the set in the storage pouch. As another reviewer stated, it would be cool if the set went into a sleep mode or shut itself off after awhile of not using them. But it does not do that, so don't forget to shut it off afterwards! Overall, I am pleased with my purchase, it is a very affordable set, with a good sound and comfortable as well.<br />PS: On Amazon, it does state that these are 4.1 bluetooth, but the booklet that comes with the earbuds says 4.0<br />After two months of use I down rated to 3 stars instead of 4 because the pause button quit working, now it only works when your actually looking at Pandora. Before, it would work at any time, even with the phone locked",2015-08-31
US,17073071,R34ITRI2SUXNJ2,B0012S4APK,845709830,"Cheetah APTMM2B TV Wall Mount for 20-75"" TVs up to VESA 600 and 165lbs, and fits 16” And 24” Wall Studs, and includes a Tilt TV Bracket, a 10' Twisted Veins HDMI Cable and a 6"" 3-Axis Magnetic Bubble Level",Electronics,4,0,0,N,Y,good value,"The assembly was mostly straight forward, but it took some time to be sure everything was oriented properly. It is easy to mount.",2015-08-31
US,6844444,R3GUCLECHC85M9,B00AJEAGYM,806484970,65W AC Battery Charger for Acer Aspire 1684 3510 5050-3785 5552-3691 7741Z-4643 PA-1650-69 Laptop +US Cord by Technox Store,Electronics,5,0,0,N,Y,Five Stars,Works great,2015-08-31
US,40083401,R3D6F54QJF6M9D,B00CNZP8AM,653667949,Creative Airwave Portable Wireless Bluetooth Speaker with NFC (Grey),Electronics,5,0,0,N,Y,I love this speaker,"Wow, just wow! I love this speaker! I use it nearly every day, and I've never had a connectivity issues with it. It holds a charge for a good long while, and perfect for using during a shower when I just have to have my jams on and feel the need to belt out a few. 10/10, would buy again.",2015-08-31
US,1993266,R1NYK95D90V414,B00ACCQMXK,918545934,Replacement monster headphone Audio Cable with Control Talk Mic for Beats By Dr Dre Solo Studio Solohd headphones 1.2m,Electronics,5,0,0,N,Y,Five Stars,Perfect,2015-08-31
US,31583926,R3S7R5IJQUF21B,B00L5RIWGG,573299757,"Audio AUX Cable, ikross 3.5mm Jack Tangled-Free Braided Sleeve jacket Stereo Auxiliary Aux Audio Stereo Cable",Electronics,1,1,1,N,Y,The Wire's Connection to the Metal-ends Disconnect - Poor Sound,The wire connection to the metal tips gives out.  Sometimes only the right or left speaker work and I have to twist the cord at a certain angle to have both speakers to output sound.  Not fun because I have to drive!  I turned on my radio and all speakers work so its for sure the cord.,2015-08-31
US,9087700,R2KQ40584TLZ6H,B00CQAY3EG,928704292,Emerson Foldable Studio Headphones,Electronics,1,0,0,N,Y,Alas disappointment.,I was excited to think I could still get these. However when I got them only one side worked. Alas disappointment.,2015-08-31
US,34228842,R3NSMG66HRWE2M,B00RBIC1IS,299483151,Omaker M4 Portable Speakers,Electronics,4,0,0,N,Y,"Design is nice, Bluetooth connectivity works well","Thanks much Omaker for the proactive response to my posting, I see that you folks really care about your product and I appreciate that. Battery life is good and as expected.",2015-08-31
US,1528089,R8O8S7UD1JIDT,B00LGZVLMO,31213447,IMUSIC New Version HT(shooting Brake) Wireless Bluetooth 4.1 Stereo Headphones,Electronics,1,0,1,N,Y,Poor product material and quality,The headphones constantly need to be repaired with almost every piece of equipment I have including phone and laptop. Also they broke on both sides where the headphones extended to help with fitting. I only had these for a week and had many issues such as the repair and them breaking from simple everyday use. Basically they cracked just by taking them off of my head. Do not recommend I wouldn't buy these if they cost less than 10 dollars.,2015-08-31
US,4039498,R1XE2R944C7HQR,B00D42AESY,821582059,Bose SoundLink Mini Bluetooth Speaker Travel Bag - Gray,Electronics,2,0,0,N,Y,Two Stars,impossible to close the outside pocket,2015-08-31
US,31368983,R3GTNC2YVWEII,B00FZWZYWM,208280426,CSW Curve Parent,Electronics,5,1,1,N,Y,Great sound. Keep your phone in your pocket and ...,Great sound. Keep your phone in your pocket and walk around anywhere with this great  OontZ Curve speaker.  I like the larger charge cord which it's competitor at Best Buy didn't have. (My friend bought one for her vacation home deck).  Sound it great and it's rechargeable!,2015-08-31
US,45007223,R29Y2K8VMNG100,B0050N5JJO,491625898,uxcell 8 Way TV RF Coaxial Cable Splitter for CATV Signal,Electronics,4,2,2,N,Y,You won't get a better device at this price point,The device did split over the air digital TV signals however I experienced a 20% loss of signal in each of the 8 ports.  For example first I tested a TV directly to the antenna without splitting and it registered a 70% signal.  After splitting 8 ways it registered only a 50% signal.  This 20% signal loss was consistent in all 8 ports.  So I opted to go with an amplified splitter instead.  With the amplified splitter I experienced 0% signal loss but the price was $34.<br /><br />Bottom line is you won't get a better device at this price point so if you start out with a strong enough signal (i.e. 80-100%) you can lose 20% and still have 60-80% signal strength and still have a good digital picture.  Some of my TV's started out with only 50% so after using this splitter I netted only 30% which was not enough signal for a stable digital picture.,2015-08-31
US,434776,R1GMVTHYIVH61W,B00IYH1UBY,97122013,"V-MODA Crossfade M-80 Vocal On-Ear Noise-Isolating Metal Headphone, White Silver",Electronics,3,0,0,N,Y,Three Stars,In this price I think it's good and fit for classic music .,2015-08-31
US,13393796,R5AQXYXOCS2D3,B005AIF0X4,185910921,"iHip MVF1030WO Marvel Vintage Series Printed Ear Buds, Wolverine Yellow/Blue",Electronics,5,0,0,N,Y,But the person it was meant opened it early and they love it. This is one of the headphones the ...,This was suppose to be an early birthday or Christmas present. But the person it was meant opened it early and they love it. This is one of the headphones the use more than any other one.,2015-08-31
US,52083268,R3UQ40JQXN27KY,B00VXMY262,574974882,SanDisk  Clip Jam MP3 Player,Electronics,4,1,1,N,Y,Still good,"I bought this model to replace my older model Sandisk clip, wish they hadn't changed anything, but I still find this to be the best and least expensive MP3 player out there in my opinion, great for workouts.",2015-08-31
US,42363904,R1D6MTIRA8PLP9,B006DTXIHE,223117356,"UpStart Battery R-IG7 Replacement Battery for Logitech 720, 850, 880, 885, 890 Pro, H880, 900 and Harmony One Advanced Universal Remotes",Electronics,5,0,0,N,Y,My Remote Is Working OK Again,"Put in my harmony remote and it charged, and more important it has held that charge--still shows full after a week.  Of course only time with tell about longevity, but so far....",2015-08-31
US,9120038,R46Z7V9YA460M,B00CJ2KCCS,933594511,AMZDEAL Car Kit MP3 Player Wireless FM Transmitter Modulator USB SD MMC Slot Red LCD Display with Remote,Electronics,5,0,0,N,Y,Five Stars,did what I wanted,2015-08-31
US,22743322,RCO4CX518A08L,B00113XADE,719560578,Bose 20' Extension Cable for Bose Headphones,Electronics,5,0,0,N,Y,Five Stars,Works great with my headphones.,2015-08-31
US,43490052,R1ZG4JAJ114NJV,B00DIGD604,17927833,Monoprice 109995 4-Channel Speaker Selector,Electronics,4,0,0,N,Y,Four Stars,"Easy set-up, very simple unit.  Works well",2015-08-31
US,13103144,R1X1IZWJM6O4BG,B0054JJ0QW,842723490,Bose QuietComfort 15 Acoustic Noise Cancelling Headphones (Discontinued by Manufacturer),Electronics,2,1,1,N,Y,I generally take very good care and do not handle my electronics (or any ...,"The left ear pad broke within a month of purchase. I generally take very good care and do not handle my electronics (or any goods) disagreeably. My neighbors upstairs are very noisy folks, and i invested a lot in this headset. Was really low when the ear pad fell apart. Other than that, it user-experience has been average. I am only continuing to use it since i spent so much on it.",2015-08-31
US,51647555,R13LF5API3T40M,B00L26YDA4,310788962,"Sabrent Wifi Audio Receiver (Supports DLNA and AirPlay) for Home Stereo, Portable Speakers (WF-RADU)",Electronics,4,0,0,N,Y,This is very good for the price,I'm an audio engineer from way back and fidelity is important to me. This receiver sounds much better than any Bluetooth wireless receiver I've used. The range is also much better. Very happy user.,2015-08-31
US,33802043,R16RP713UX4ZC3,B0083Y3L2O,469263193,"Tecsun PL Seies Radio Stainless Steel Replacement Telescopic Antenna for Tecsun PL880,PL660,PL390,PL398,PL398BT, Radios",Electronics,5,0,0,N,Y,Original replacement,Great value. Just like the original.,2015-08-31
US,735288,R1L9PQHU2NJWU9,B00390IT7O,19078698,Datacomm Electronics 45-0008-WH Easy Mount Recessed Low Voltage Cable Plate,Electronics,5,0,0,N,Y,Five Stars,"Easy install, looks good.",2015-08-31
US,37632499,R82C6YMKKXN82,B000B651DO,489748884,Tripp Lite Power Cord Extension Cable,Electronics,5,0,0,N,Y,Works Great; Lasts a Long Time,"This unit replaced an earlier Tripp-Lite Model with a battery that lasted seven years.  Could not replace the battery in the earlier model.  This new model allows the owner to replace the battery.  With a battery replacement every five to seven years, expect this unit to last longer than I do.  The previous model operated perfectly.  We have a stand-by emergency power generator that takes about 20 seconds to pick up the house load and kick-in.  The previous model always carried the load in the interim with no interruption.  My husband still has the previous model on his computer, and its now in its eight year of service.",2015-08-31
US,47269754,R1XHIQEPZ3GQ7A,B00ETI1I8W,80160759,urBeats In-Ear Headphone - White,Electronics,1,0,0,N,Y,One Star,They were broken when we got them.,2015-08-31
US,23780731,R1FDSYQUB6JH3A,B003ZDNZSS,633086947,Verbatim DVD+R Branded Surface,Electronics,5,0,0,N,Y,Blank DVD's,Very pleased!,2015-08-31
US,50557968,R16AGAGXJDYQM5,B00XWKA3FC,418244573,"Cable Management Sleeve, JOTO Cable Sleeve, [Set of 4] 19"" Neoprene Cable Sleeves for PC / TV / Home Theater / Speaker, Flexible Cable Wrap, Cable Cover, Cable Organizer, Cords Management (4 Piece)",Electronics,5,1,1,N,Y,You need these.,"Great idea. Did one row. Now comes the time when I have to delve into the bird nest, untangle, and then reorganize and beautify my man cave. Wish me luck. I need it. And you need these!",2015-08-31
US,35114174,R3BVQBVW6J25PN,B004W8ICGK,856502733,Generic 915B403001 Replacement Lamp with Housing for Mitsubishi Projectors,Electronics,1,0,0,N,Y,One Star,Lamp failed in less than a month.  Returned for credit,2015-08-31
US,46333042,R1RGCGNX09018,B00EHZYWGM,539610500,AmazonBasics Wireless Bluetooth 3W Speakers,Electronics,3,0,0,N,Y,Not bad service life for something this inexpensive,"bought in Feb 2014. Died today 31 Aug 2015. Battery no longer accept a charge. Not bad service life for something this inexpensive. Used 5 days a week, 8 hours a day at work. Okay while it lasted. Bluetooth connected quickly. Battery life about 7-10 hrs.",2015-08-31
US,30365594,RFB7P6K7N13GU,B004QR56SE,405105437,Yamaha RX-V671 7.1- Channel Network AV Receiver,Electronics,2,0,0,N,Y,my older analog yamaha amp was much better than this,my older analog yamaha amp was much better than this. but i had to switch due to hdmi connections. low sound levels and poor sound quality compared to older analog model,2015-08-31
US,723929,R1Q0P3C2NP4K9E,B00XZW6PY0,244823321,"Bluetooth Speaker, JETech Portable Mini Wireless Bluetooth 4.0 Speaker High-Def Sound for iPhone, iPad, Samsung, Nexus, HTC, Nokia and More (Blue)",Electronics,5,0,0,N,Y,Five Stars,I like this color and this mini bluetooth speaker has an excellent sound.,2015-08-31
US,10046449,R39IPO8KKV5ZFX,B000OYFOVM,514317735,Skullcandy SCS-SCBP3.5 Skullcrushers Subwoofer Stereo Headphones,Electronics,5,0,0,N,Y,They're pretty comfortable to wear for hours on end,They're pretty comfortable to wear for hours on end. The bass part broke after a while though. Still functions great without it.,2015-08-31
US,12925594,R1RYSGRZ0I12XL,B006AR2SKW,633604409,Tripp Lite 7 Outlet (6 Right Angle + 1 Transformer Outlet) Surge Protector Power Strip 4ft Cord & $25K INSURANCE (TLP74RB),Electronics,5,0,0,N,Y,Five Stars,Great product,2015-08-31
US,41283385,R1T6RXA35Y75AR,B00TAAD94A,960801244,Amaz247 Lost Replacement Remote Control,Electronics,5,0,0,N,Y,Five Stars,☆☆☆☆☆,2015-08-31
US,51336202,R1H7YY9KAV4XIH,B00RSUFT5G,297234572,"Bluetooth Earphones, TaoTronics Bluetooth Wireless Earphones Sport Headphones Earbuds Headsets (Bluetooth 4.0, Delicate Sound, Build-in Mic, 6 Hours Playtime, CVC 6.0 Noise-Cancelling)",Electronics,1,1,1,N,Y,Complete garbage,"I bought these headphones 6 months ago. They're awful.<br /><br />- Sound quality is terrible; it's &#34;tinny&#34; and not crisp. Even with &#34;bass boost&#34; on the iPhone turned on the sound quality still has very little backing.<br />- The battery life on mine has gone from 6 hours to about 40 minutes.<br />- If you sweat (who doesn't when they exercise) and it gets into your ears they fall out VERY easily.<br />- If you're a runner it's even worse - having the controls on the right section of the ear weighs on the headphone and causes them to fall out easily.<br />- If the headphones get at all wet (again, who doesn't sweat while working out?) the crackle and sometimes go haywire as the indicator light flashes red and blue in a random sequence.<br /><br />In short: junk. Don't waste your money.",2015-08-31
US,41954579,R32MUN7U40XYNJ,B00DEYFJ6O,579170935,Vibe Over-Ear Foldable Headphones,Electronics,4,0,0,N,Y,SWEET HEADPHONES,"Clear representation of Lows, Mids and Highs. Absolutely astonishing Bass without the Mids and highs being muddied. Solidly built, will last for years and years. Great looks without compromising functionality. Mic is Clear as a crystal. My one and only complaint (the reason I only put four stars out of five) is with the weight of the headphones there really needs to be more (softer) padding along the top of the headband. This only become uncomfortable at 1 hour+ of listening. Every component (upon complete tear-down and rebuild) in these headphones is VERY high quality. Bottom Line; You get exactly what you expect and more.",2015-08-31
US,28088591,RY67MHFRUN9UH,B00KGE3GZ6,731799076,ShopJimmy Universal Table Top TV Stand/Base,Electronics,4,0,0,N,Y,... put together but looks sleek and holds my tv wonderfully!,Kinda hard to put together but looks sleek and holds my tv wonderfully!,2015-08-31
US,31795177,R2IG15KVC1UIRP,B0018Z2Q2G,682432647,JLab JBuds In-Ear Single Earphone Style Headset with Enterprise Class Microphone,Electronics,5,1,1,N,Y,I really miss it:-(,This is the best single ear headphone I could find.  Very good clarity on both ends and some decent noise cancellation.  The last one I had stopped working.  Now I can't find these any more.  I am tired of trying all the other options out there.  JLab... please start selling them again.,2015-08-31
US,20407139,R17BDYSOHQ6GDQ,B00LZIYQYC,540009241,Foxnovo Portable Clear Plastic 40 CD DVD VCD Disc Holder Storage Box Bag Wallet Case Protector Organizer (Purple),Electronics,4,0,0,N,Y,Does the job,The case is durable and great for storing DVDs in for car trips. The individual disk pages are a bit more flimsy than I'd like (makes it a little harder to replace a disk one-handed) but are still protective and do the job.,2015-08-31
US,27850904,R1FMHYZLPZV2UR,B00BBQHA0U,437819119,MEE audio Runaway 4.0 Bluetooth Stereo Wireless + Wired Headphones with Microphone (Blue),Electronics,5,0,0,N,Y,Five Stars,Prefect for me! :),2015-08-31
US,11759619,R3TUKG0XV9JTKG,B00NUI45AU,412113870,2 Samsung INR18650-25R 18650 2500mAh 3.6v Rechargeable Flat Top Batteries (Blue/Green assorted),Electronics,1,0,0,N,Y,These batteries are terrible and the charge doesn't last as long as the ...,These batteries are terrible and the charge doesn't last as long as the batteries they were supposed to replace. I am less than please,2015-08-31
US,11981376,R3KZGH99IP0TPW,B009GQ55WC,215917791,"Yes4All Full Motion TV Wall Mount Bracket for 17 – 55” PLASMA LCD, LED, OLED TVs with Swivel Articulating Arm, up to VESA 400x400mm",Electronics,5,0,0,N,Y,WORKS PERFECTLY! ORDERING 3 MORE FOR A TOTAL OF (5),"SUPER FAST SHIPPING...The package included every size bolt you can imagine so that it contains the right one for your tv (I found this extremely considerate of the company). I bought 2, one for my 32&#34; and one for the 42&#34; both tv's went up with ease and are holding up great. we dont much them much other than to maybe clean the tv but the mount does everything it is supposed to and saved me over $70 each mount... I am about to place an order for the remaining tv's in my house",2015-08-31
US,39072954,RWNF61XJ1ABYT,B009SNJ0NS,399000527,"Zjchao zjchao403 6V 1A AC Adapter to DC Power Adapter, 5.5/2.1 mm",Electronics,4,0,0,N,Y,Powers my iPod speaker,"I purchased this as an adapter for a cheap Halo speaker for my iPod, the speaker eats through batteries like none other and this power adapter works perfectly. The plug in end is a bit longer than needed for my speaker but it still fits snugly and powers my speaker without a problem.",2015-08-31
